#    rad      RA           Dec          Plx       e        pmRA      e       pmDE      e      RUWE       Gmag       e        BPmag       e        RPmag       e       RVDR2    e   Tefftemp loggtemp
 1.9038  312.8265131185975  +44.3280199939002      2.1710  0.0363      2.366  0.040     -4.525  0.041     1.013  16.209364  0.002921  17.085003  0.006138  15.284819  0.004835  9999.99 99.99   9999.9     99.9
 1.9154  312.8275864790876  +44.3651773447131      0.4230  0.5536     -1.289  0.637     -2.424  0.593     0.978  20.423950  0.006808  21.516900  0.134314  19.167000  0.039856  9999.99 99.99   9999.9     99.9
 1.9196  312.9074545700117  +44.3413405994839      0.1084  0.1634     -1.711  0.176     -3.835  0.194     1.009  18.604046  0.004965  21.168780  0.152648  17.105270  0.009634  9999.99 99.99   9999.9     99.9
 1.9205  312.8367695213624  +44.3200478665741      1.6913  0.6421      6.474  0.618     -5.758  0.631     1.071  20.354210  0.007268  21.720720  0.183487  19.145666  0.032365  9999.99 99.99   9999.9     99.9
 1.9263  312.8303997527159  +44.3239855303846      0.3019  0.2731     -3.503  0.280     -4.920  0.291     1.042  19.505112  0.004462  20.961338  0.141936  18.242369  0.020872  9999.99 99.99   9999.9     99.9
 1.9383  312.9074268934024  +44.3393767771695      0.4666  0.1264     -3.141  0.135     -1.429  0.149     1.002  18.286415  0.003135  19.782370  0.036826  17.104742  0.007813  9999.99 99.99   9999.9     99.9
 1.9483  312.8935641083589  +44.3700259432481      0.1560  0.3879     -2.197  0.391     -0.542  0.443     1.055  20.008180  0.005512  21.279394  0.146443  18.778297  0.036535  9999.99 99.99   9999.9     99.9
 1.9531  312.8397806210459  +44.3738391234481      0.6783  0.3359     -5.584  0.362     -8.265  0.346     0.978  19.747972  0.004804  21.220852  0.164034  18.566608  0.026470  9999.99 99.99   9999.9     99.9
 1.9577  312.8181521153200  +44.3405760270700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.879538  0.015360  21.484503  0.271541  19.497587  0.096731  9999.99 99.99   9999.9     99.9
 1.9628  312.8245505173689  +44.3284068331108      0.5988  0.1609     -3.891  0.173     -4.404  0.197     0.964  18.775840  0.003502  20.155497  0.077636  17.570292  0.013576  9999.99 99.99   9999.9     99.9
 1.9685  312.8223192856798  +44.3608300342210      0.0928  0.6819     -0.945  0.687     -1.663  0.710     1.035  20.525130  0.007932  21.497362  0.221015  19.238770  0.056391  9999.99 99.99   9999.9     99.9
 1.9726  312.8250547355400  +44.3275109841200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.004541  0.023427  21.983622  0.642635  19.957422  0.167089  9999.99 99.99   9999.9     99.9
 1.9836  312.8180323308364  +44.3387984616717      0.2635  0.2484     -1.832  0.251     -4.271  0.249     0.984  19.289335  0.003974  20.554443  0.090966  17.879223  0.019080  9999.99 99.99   9999.9     99.9
 1.9880  312.9067129946607  +44.3345963400066      1.3139  0.0685     -0.452  0.075     -4.785  0.079     0.999  17.241010  0.003248  19.156893  0.031308  15.964529  0.006525  9999.99 99.99   9999.9     99.9
 2.0016  312.8176029195866  +44.3389388027466      1.1174  1.1076     -7.737  0.865     -7.557  1.601     1.002  20.661083  0.011333  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 2.0141  312.8178618551623  +44.3546073369340     -0.8921  0.6828     -4.741  0.722     -0.652  0.742     1.090  20.498901  0.007771  21.200703  0.182986  18.990723  0.051510  9999.99 99.99   9999.9     99.9
 2.0191  312.8260283628989  +44.3666096626564      2.3352  0.6673     10.958  0.736      2.991  0.735     1.038  20.485075  0.008459  21.155132  0.274576  19.205732  0.046240  9999.99 99.99   9999.9     99.9
 2.0354  312.8659436312026  +44.3120296665520      0.7329  0.1471     -1.016  0.153     -1.274  0.164     1.034  18.520897  0.003308  19.961498  0.072345  17.251550  0.013452  9999.99 99.99   9999.9     99.9
 2.0405  312.9107838204721  +44.3463515093575     -2.3355  1.7566    -10.670  1.227     -5.145  1.014     1.131  20.794018  0.011623  20.315578  0.619542  19.827839  0.070067  9999.99 99.99   9999.9     99.9
 2.0651  312.8447781333100  +44.3776979351500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.055530  0.025593  22.577750  0.222830  19.687798  0.155059  9999.99 99.99   9999.9     99.9
 2.0684  312.9109242368123  +44.3411522775488      0.3130  0.1428     -2.653  0.149     -5.139  0.156     1.164  18.207314  0.003258  19.848140  0.060603  16.920868  0.008153  9999.99 99.99   9999.9     99.9
 2.1083  312.8157949038900  +44.3552313677400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.300491  0.056213  21.116260  0.240913  19.376421  0.079750  9999.99 99.99   9999.9     99.9
 2.1096  312.8141020878371  +44.3439121118072      0.0337  0.5413     -3.142  0.631     -5.258  0.659     1.071  20.324188  0.006628  21.316572  0.175226  18.917078  0.053623  9999.99 99.99   9999.9     99.9
 2.1109  312.9100709887958  +44.3565472448275      1.1302  0.2758     -1.170  0.275     -4.747  0.283     1.086  19.429531  0.004535  21.694350  0.177766  17.891760  0.016779  9999.99 99.99   9999.9     99.9
 2.1178  312.8338759968961  +44.3175215969334      0.1439  0.4535     -2.520  0.422     -6.760  0.459     1.033  20.088476  0.005673  21.412150  0.151447  18.773170  0.032356  9999.99 99.99   9999.9     99.9
 2.1228  312.8246264481361  +44.3680842868138      0.5509  1.5228     -3.209  1.280     -5.381  1.791     1.201  20.816885  0.012373  22.067028  0.299818  19.543250  0.073057  9999.99 99.99   9999.9     99.9
 2.1247  312.8348805736500  +44.3749574324200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.258383  0.035085  22.192703  0.596231  19.584340  0.111438  9999.99 99.99   9999.9     99.9
 2.1293  312.8135496712100  +44.3465357194100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.004470  0.018100  21.675228  0.077036  19.565940  0.127650  9999.99 99.99   9999.9     99.9
 2.1339  312.9128828992458  +44.3445863464575      0.9862  0.3869     -2.920  0.390     -3.638  0.388     1.063  19.868744  0.005258  21.183071  0.121656  18.559690  0.030118  9999.99 99.99   9999.9     99.9
 2.1349  312.9059875183810  +44.3277630258308      0.4712  0.4055     -4.679  0.421     -4.663  0.428     1.066  19.979649  0.005201  21.061388  0.103595  18.662070  0.034487  9999.99 99.99   9999.9     99.9
 2.1401  312.8468990761730  +44.3121578994792      0.7928  0.0550      7.161  0.058      0.905  0.061     0.996  16.912464  0.002901  18.445984  0.014924  15.720154  0.004934  9999.99 99.99   9999.9     99.9
 2.1419  312.8669231068358  +44.3815062946513     -0.2109  0.5334     -4.320  0.579     -4.240  0.561     1.048  20.342903  0.008474  20.868210  0.160027  19.127666  0.045700  9999.99 99.99   9999.9     99.9
 2.1530  312.8732336746265  +44.3107456654899      0.2773  0.1521     -0.929  0.161     -2.628  0.170     0.985  18.672150  0.003469  20.152540  0.083095  17.398165  0.013755  9999.99 99.99   9999.9     99.9
 2.1538  312.9010892174264  +44.3694474960824      0.2815  0.0563     -3.516  0.059     -3.619  0.060     1.003  16.973051  0.002892  18.850761  0.018028  15.688619  0.004512  9999.99 99.99   9999.9     99.9
 2.1546  312.9107476154300  +44.3573749629000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.904890  0.016053  20.736847  0.378161  19.419624  0.113003  9999.99 99.99   9999.9     99.9
 2.1642  312.8131668429902  +44.3505783188400      1.8393  1.0860     -2.600  1.274     -4.084  1.032     0.909  20.627644  0.010641  21.275846  0.173769  19.485989  0.065533  9999.99 99.99   9999.9     99.9
 2.1745  312.8854798066474  +44.3784573914284      0.6439  0.3918     -1.671  0.397     -4.997  0.409     1.024  19.997310  0.005285  21.270680  0.165399  18.814754  0.028455  9999.99 99.99   9999.9     99.9
 2.1888  312.8989824739332  +44.3199213878116      1.0029  0.2365     -4.125  0.258     -4.951  0.257     1.089  19.080240  0.004090  20.386440  0.110877  17.561033  0.025055  9999.99 99.99   9999.9     99.9
 2.1890  312.8579016223860  +44.3096199985200      0.1232  0.1398     -2.577  0.147     -4.201  0.156     0.941  18.490078  0.003371  20.873262  0.096624  17.047516  0.010633  9999.99 99.99   9999.9     99.9
 2.1924  312.8392375242039  +44.3781977109211      1.2637  0.6047      0.217  0.662     -4.615  0.631     1.116  20.341870  0.006895  21.497631  0.164439  19.174772  0.047163  9999.99 99.99   9999.9     99.9
 2.1971  312.8612134595087  +44.3824685790880      1.1715  0.6597      5.625  0.775      2.742  0.708     1.042  20.454788  0.007834  21.073418  0.191422  19.147200  0.047532  9999.99 99.99   9999.9     99.9
 2.1973  312.8183359691570  +44.3635927633798      0.3291  0.2063     -3.829  0.205     -5.549  0.218     1.044  18.909050  0.003797  20.341150  0.084008  17.664360  0.013258  9999.99 99.99   9999.9     99.9
 2.1994  312.9144445819704  +44.3452560790045      0.9916  0.5667     -4.400  0.795     -4.756  0.706     0.995  20.394510  0.007194  21.172411  0.135253  19.096113  0.047504  9999.99 99.99   9999.9     99.9
 2.1995  312.8378436233758  +44.3140546294273      0.0579  0.4972     -6.532  0.453     -4.393  0.486     1.069  20.001852  0.005471  21.484810  0.168679  18.753323  0.027647  9999.99 99.99   9999.9     99.9
 2.2011  312.8245121607349  +44.3700325589689     -2.4331  1.8485     -0.280  1.404     -4.799  1.260     1.038  20.799576  0.014775  21.212868  0.287821  19.560339  0.071413  9999.99 99.99   9999.9     99.9
 2.2020  312.8695303220173  +44.3095003048484      0.4434  0.1153     -1.636  0.120     -6.320  0.131     1.025  18.103495  0.003136  20.244865  0.136307  16.752370  0.008395  9999.99 99.99   9999.9     99.9
 2.2034  312.9039180373269  +44.3235645523616      0.4971  0.1925     -3.220  0.188     -7.068  0.189     0.961  18.865614  0.003508  20.375603  0.084540  17.637775  0.014447  9999.99 99.99   9999.9     99.9
 2.2076  312.8337478591567  +44.3760913029336      0.4142  0.4142     -3.372  0.494     -5.615  0.429     1.041  19.910755  0.005496  21.546774  0.200262  18.753323  0.033812  9999.99 99.99   9999.9     99.9
 2.2134  312.8290369747808  +44.3735634857039      0.9136  0.4661     -3.106  0.504     -4.652  0.455     0.975  20.022518  0.006218  21.333120  0.163802  18.783530  0.029938  9999.99 99.99   9999.9     99.9
 2.2184  312.8994180085596  +44.3195311882748      0.4779  0.5854     -2.120  0.532     -1.889  0.513     1.065  20.080450  0.006135  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 2.2380  312.8272979101337  +44.3729728581852      0.3225  0.1175     -1.399  0.125     -1.214  0.126     0.960  18.140062  0.003123  19.585238  0.035452  16.945227  0.007186  9999.99 99.99   9999.9     99.9
 2.2412  312.8802945265119  +44.3812064898012      0.2893  0.0950     -3.562  0.113     -5.133  0.100     1.050  17.588558  0.003081  19.802270  0.046179  16.184038  0.006404  9999.99 99.99   9999.9     99.9
 2.2442  312.8394617086485  +44.3125532990367     -1.0675  1.0556      0.244  0.981     -0.879  1.158     1.145  20.715733  0.011665  21.461658  0.210083  19.198107  0.057362  9999.99 99.99   9999.9     99.9
 2.2592  312.8110931624528  +44.3403812725342      0.1867  0.1485     -1.255  0.161     -3.313  0.180     0.962  18.628225  0.003339  19.953670  0.081759  17.486506  0.012802  9999.99 99.99   9999.9     99.9
 2.2625  312.8304676899904  +44.3163609511729      1.1883  0.9010     -7.886  0.878     -4.863  0.704     1.037  20.621675  0.008837  21.523924  0.236590  19.260553  0.061474  9999.99 99.99   9999.9     99.9
 2.2636  312.8128746271452  +44.3572749846380      1.0974  0.1171     -2.286  0.118     -3.215  0.127     0.971  18.131770  0.003225  19.995773  0.084177  16.818165  0.008358  9999.99 99.99   9999.9     99.9
 2.2658  312.9094490891318  +44.3641318743686      0.2924  0.1181     -3.849  0.121     -4.561  0.136     1.024  18.134678  0.003216  20.483643  0.089878  16.737139  0.007858  9999.99 99.99   9999.9     99.9
 2.2688  312.9003474688866  +44.3728496013753      0.2151  0.3400     -8.222  0.336     -7.359  0.346     1.060  19.750212  0.004699  21.064053  0.120951  18.422058  0.018256  9999.99 99.99   9999.9     99.9
 2.2690  312.8537671897500  +44.3086743969700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  99.999999 99.999999  99.999999 99.999999  19.925330  0.131508  9999.99 99.99   9999.9     99.9
 2.2810  312.8435825129148  +44.3812509908971     -0.1114  0.7216     -2.056  0.819     -4.900  0.689     1.129  20.367891  0.010149  21.470180  0.163288  18.935524  0.036074  9999.99 99.99   9999.9     99.9
 2.2811  312.8102224036989  +44.3425792231556      0.6511  0.0925     -2.463  0.104     -1.473  0.110     1.100  17.841910  0.003003  19.445005  0.040039  16.635075  0.007110  9999.99 99.99   9999.9     99.9
 2.2855  312.8109020195071  +44.3531997412829      0.2647  0.2873     -3.031  0.300     -4.582  0.307     1.015  19.623290  0.004482  20.937185  0.124370  18.429295  0.023490  9999.99 99.99   9999.9     99.9
 2.2858  312.8844917238275  +44.3808214130155      0.5942  0.3451     -2.647  0.395     -3.183  0.371     0.958  19.852322  0.004805  21.163727  0.148828  18.622953  0.021910  9999.99 99.99   9999.9     99.9
 2.3048  312.8228624677020  +44.3205223869997      1.0158  0.1215     -1.338  0.130     -2.736  0.150     0.984  18.284070  0.003250  20.009760  0.066864  17.037306  0.008805  9999.99 99.99   9999.9     99.9
 2.3133  312.8628346637013  +44.3073526648202      0.4141  0.3008     -2.308  0.308     -3.877  0.316     1.064  19.504133  0.004408  21.403395  0.153348  18.035362  0.019524  9999.99 99.99   9999.9     99.9
 2.3134  312.9164771444354  +44.3401557194055      0.2805  0.1814     -0.329  0.198     -4.994  0.209     1.126  18.736515  0.003493  19.978138  0.067429  17.547848  0.012114  9999.99 99.99   9999.9     99.9
 2.3194  312.8108854449542  +44.3556741751626      0.3989  0.0434     -4.217  0.046     -5.390  0.046     0.926  16.461988  0.002846  17.685322  0.007489  15.362387  0.004436  9999.99 99.99   9999.9     99.9
 2.3215  312.8732482782750  +44.3839429342060      1.4950  0.0689     -6.054  0.075     -7.637  0.072     0.984  17.372509  0.002914  18.472572  0.020873  16.339014  0.005038  9999.99 99.99   9999.9     99.9
 2.3219  312.8998356846118  +44.3174418749525     -0.3778  0.7843     -2.235  0.784     -3.459  0.900     1.066  20.584560  0.008272  21.425005  0.260559  19.233282  0.057484  9999.99 99.99   9999.9     99.9
 2.3261  312.8101925623978  +44.3540732596030     -0.7574  1.9074     -4.635  1.417     -7.980  1.670     1.005  20.855536  0.016138  21.959562  0.384483  19.731817  0.232722  9999.99 99.99   9999.9     99.9
 2.3385  312.8986649232859  +44.3754999857592      1.4476  0.9130     -2.182  1.181     -5.535  0.945     1.142  20.751188  0.009037  21.568949  0.271422  19.316216  0.042332  9999.99 99.99   9999.9     99.9
 2.3402  312.9149631461478  +44.3336604128584      0.0375  0.5837     -3.982  0.563     -6.658  0.537     1.091  20.217655  0.006310  21.250927  0.164873  18.898706  0.042527  9999.99 99.99   9999.9     99.9
 2.3830  312.8407669620390  +44.3822438003653      0.6796  0.4799     -2.816  0.481     -3.552  0.468     1.035  20.017824  0.005733  21.427174  0.174679  18.670319  0.028215  9999.99 99.99   9999.9     99.9
 2.3848  312.9001902573274  +44.3755763122458      0.5921  0.2043     -4.269  0.198     -4.421  0.205     1.046  18.998340  0.003601  20.427149  0.079605  17.858750  0.010608  9999.99 99.99   9999.9     99.9
 2.3861  312.8126014427932  +44.3292877332039      2.2253  0.1019      6.019  0.113      0.882  0.118     1.758  17.121975  0.003409  18.358221  0.017655  15.942588  0.004854  9999.99 99.99   9999.9     99.9
 2.3929  312.9146266222341  +44.3613227035122      1.7221  1.0262     -4.478  1.009     -1.151  0.820     1.027  20.668774  0.009796  21.350134  0.280647  19.511396  0.088313  9999.99 99.99   9999.9     99.9
 2.3945  312.8925462518201  +44.3119731405511     -0.1897  0.4756     -2.563  0.529     -4.109  0.493     1.087  20.134365  0.005305  21.199675  0.130415  18.720613  0.045647  9999.99 99.99   9999.9     99.9
 2.3969  312.8086834589151  +44.3371221063486      0.2784  0.2638     -1.356  0.274     -2.729  0.281     0.972  19.497688  0.004186  20.568838  0.131774  18.357443  0.024022  9999.99 99.99   9999.9     99.9
 2.4025  312.8295012296866  +44.3778920168043     -1.6508  0.7469     -5.819  1.079     -4.779  0.739     1.107  20.490274  0.008292  21.579243  0.186644  19.222672  0.051591  9999.99 99.99   9999.9     99.9
 2.4038  312.8543284405169  +44.3854683340355      0.7292  0.2542     -0.361  0.256     -4.121  0.253     0.978  19.421818  0.004276  20.819445  0.136588  18.150496  0.024653  9999.99 99.99   9999.9     99.9
 2.4178  312.9103866950464  +44.3679821618773      0.2833  0.4289     -3.998  0.421    -15.363  0.449     1.023  20.163490  0.005779  20.829428  0.165977  19.064686  0.046563  9999.99 99.99   9999.9     99.9
 2.4340  312.9198372494078  +44.3436810736015      0.1198  0.6638     -4.901  0.762     -3.248  0.723     1.385  20.208374  0.007893  21.469190  0.159526  18.825508  0.021087  9999.99 99.99   9999.9     99.9
 2.4340  312.9177780958536  +44.3348957824285      0.6408  0.0494     -3.025  0.054     -3.528  0.053     1.060  16.722998  0.002839  18.020702  0.014384  15.594480  0.004756  9999.99 99.99   9999.9     99.9
 2.4377  312.8757918335455  +44.3062551810928      6.3028  1.5353     -4.031  1.368      4.195  1.624     1.871  20.457556  0.013932  21.138422  0.178787  18.467780  0.049773  9999.99 99.99   9999.9     99.9
 2.4472  312.8486935244029  +44.3853659075761      0.1091  0.8343     -1.755  0.897     -5.838  0.993     1.094  20.646002  0.009864  21.258947  0.164225  19.263096  0.041683  9999.99 99.99   9999.9     99.9
 2.4494  312.8175753034839  +44.3704770893461     -0.1958  0.8353     -1.792  0.777     -4.983  0.900     0.950  20.597307  0.009584  21.121155  0.206423  19.430464  0.083304  9999.99 99.99   9999.9     99.9
 2.4533  312.8066485324867  +44.3398486036750      0.7359  0.8102     -4.086  0.920     -3.307  0.971     1.089  20.580400  0.008816  21.104477  0.173148  19.504131  0.077081  9999.99 99.99   9999.9     99.9
 2.4551  312.9054419053264  +44.3735387166962      0.4888  0.1517     -5.977  0.155     -8.753  0.164     1.017  18.521217  0.003382  20.283880  0.055496  17.175068  0.012945  9999.99 99.99   9999.9     99.9
 2.4625  312.8060135545837  +44.3495752135162      0.0708  0.5492     -1.600  0.557     -3.534  0.625     0.969  20.370232  0.009636  20.423355  0.156080  18.960472  0.046127  9999.99 99.99   9999.9     99.9
 2.4657  312.8525799408027  +44.3055109190365      1.1855  0.4581     -0.878  0.448     -2.877  0.471     1.136  19.830166  0.007920  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 2.4673  312.9052325361778  +44.3739682700104      0.7123  0.4674     -2.073  0.504     -5.983  0.453     1.043  20.111975  0.007977  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
